name,stars,bath_number,bed_number,rooms_number,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,latitude,longitude
Rental unit in Barcelona,4.67,2 baths,4 beds,3 bedrooms,1093718,Alexey,Eixample,el Fort Pienc,Entire home/apt,180.0,2,84,2023-09-09,0.61,14,195,17,HUTB-006895,41.4001,2.1756
Condo in Barcelona,4.19,1 bath,2 beds,2 bedrooms,2537484,Enrique,Ciutat Vella,el Raval,Entire home/apt,400.0,45,120,2022-04-03,0.88,5,355,0,,41.3795,2.1639
Rental unit in Barcelona,4.67,1 bath,2 beds,1 bedroom,1744964,Patricia,Sants-Montjuïc,la Font de la Guatlla,Private room,,2,7,2015-07-06,0.05,1,0,0,,41.3718,2.148
Rental unit in Barcelona,4.69,2 baths,6 beds,4 bedrooms,1093718,Alexey,Eixample,el Fort Pienc,Entire home/apt,280.0,2,150,2023-11-06,1.08,14,94,26,HUTB-006817,41.4003,2.175
Townhouse in Barcelona,4.78,1.5 baths,4 beds,2 bedrooms,2556699,Ernest,Sant Martí,la Vila Olímpica del Poblenou,Entire home/apt,311.0,2,41,2023-11-12,0.29,1,165,21,HUTB-000706,41.3909,2.1964
Rental unit in Barcelona,4.58,,,1 bedroom,1238225,Lucia,Ciutat Vella,el Barri Gòtic,Private room,70.0,31,32,2013-10-15,0.23,1,87,0,,41.3851,2.1713
Condo in Barcelona,4.55,2 baths,4 beds,3 bedrooms,1435464,Jaume,Eixample,el Fort Pienc,Entire home/apt,146.0,1,85,2023-11-11,0.67,17,0,14,HUTB-009578,41.3927,2.1797
Rental unit in Barcelona,4.79,2 baths,5 beds,4 bedrooms,893805,Phil And Fiona,Eixample,la Dreta de l'Eixample,Entire home/apt,170.0,2,563,2023-12-08,4.42,13,328,68,HUTB-006291,41.3951,2.1731
Rental unit in Barcelona,4.59,2 baths,4 beds,3 bedrooms,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,133.0,3,311,2023-11-16,2.24,40,0,44,HUTB-003825,41.3888,2.159
Rental unit in Barcelona,4.74,1 bath,5 beds,2 bedrooms,1786501,Fidel,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,133.0,2,212,2023-11-19,1.78,1,0,52,HUTB-005271,41.3818,2.1512
Rental unit in Barcelona,4.57,1.5 baths,4 beds,2 bedrooms,1791076,Marta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,119.0,1,191,2023-10-07,1.63,2,149,26,HUTB-002534,41.3842,2.1841
Rental unit in Barcelona,4.77,1 bath,2 beds,2 bedrooms,2570705,Pilar,Eixample,la Dreta de l'Eixample,Entire home/apt,75.0,4,167,2023-10-19,1.34,1,0,21,HUTB-010903,41.3965,2.1713
Home in Barcelona,4.90,1 bath,4 beds,3 bedrooms,1809535,Silvia,Gràcia,la Vila de Gràcia,Entire home/apt,126.0,1,394,2023-12-05,2.83,1,172,75,HUTB-001176,41.4051,2.1549
Rental unit in Barcelona,4.63,1 shared bath,1 bed,1 bedroom,2585816,Oscar,Eixample,Sant Antoni,Private room,,300,150,2020-03-15,1.91,2,0,0,,41.3781,2.1601
Rental unit in Barcelona,4.69,1 bath,2 beds,2 bedrooms,1820272,Rosa,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Entire home/apt,75.0,2,463,2023-11-29,3.3,5,315,74,HUTB-003912,41.405,2.208
Rental unit in Barcelona,4.73,,,1 bedroom,2598629,Nextor,Gràcia,la Vila de Gràcia,Private room,65.0,31,145,2023-07-03,1.2,3,364,1,,41.3981,2.1548
Serviced apartment in Barcelona,4.93,2 baths,9 beds,4 bedrooms,2608724,Stay Together Barcelona Apartments,Eixample,Sant Antoni,Entire home/apt,216.0,3,665,2023-12-06,4.76,4,340,223,HUTB-004986,41.3754,2.1673
Rental unit in Barcelona,4.73,1 private bath,2 beds,1 bedroom,1824328,Umberto,Ciutat Vella,la Barceloneta,Private room,50.0,31,32,2015-10-21,0.23,2,0,0,,41.3843,2.1958
Rental unit in Barcelona,4.20,1 bath,1 bed,2 bedrooms,1837053,Ayal,Ciutat Vella,el Raval,Entire home/apt,60.0,32,25,2018-08-23,0.19,1,302,0,,41.3796,2.1731
Loft in Barcelona,4.74,1 bath,1 bed,1 bedroom,2626568,Caroline,Eixample,el Fort Pienc,Entire home/apt,185.0,5,190,2023-11-28,1.5,1,0,30,HUTB-012024,41.3988,2.1776
Serviced apartment in Barcelona,4.96,2 baths,8 beds,3 bedrooms,2608724,Stay Together Barcelona Apartments,Eixample,Sant Antoni,Entire home/apt,180.0,3,496,2023-12-09,3.62,4,324,193,HUTB-002241,41.3754,2.1673
Condo in Barcelona,4.79,1 private bath,1 bed,1 bedroom,2635405,Montserrat,Horta-Guinardó,el Baix Guinardó,Private room,,31,43,2023-06-01,0.34,1,0,2,HUTB-010944,41.4099,2.172
Rental unit in Barcelona,4.86,1 bath,4 beds,2 bedrooms,2638282,Fernando,Eixample,Sant Antoni,Entire home/apt,110.0,3,500,2023-12-02,3.62,1,0,57,HUTB-004893,41.3808,2.158
Rental unit in Barcelona,4.66,1 bath,2 beds,2 bedrooms,1839136,Mires,Eixample,Sant Antoni,Entire home/apt,106.0,2,391,2023-11-27,2.73,1,324,55,HUTB-001094,41.3756,2.1625
Rental unit in Barcelona,4.58,1 bath,2 beds,2 bedrooms,177617,Joaquin,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,75.0,2,365,2023-12-09,2.66,6,284,54,HUTB-005353,41.3832,2.1597
Rental unit in Barcelona,3.75,1 bath,5 beds,2 bedrooms,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,101.0,1,4,2019-09-16,0.06,174,365,0,,41.4026,2.1707
Rental unit in Barcelona,,,3 beds,1 bedroom,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,100.0,1,2,2015-06-01,0.02,174,361,0,,41.4021,2.1708
Rental unit in Barcelona,,,4 beds,4 bedrooms,368317,Nacharosa,Ciutat Vella,el Raval,Entire home/apt,72.0,28,1,2013-08-21,0.01,7,365,0,,41.3819,2.1669
Rental unit in Barcelona,4.71,1.5 baths,3 beds,3 bedrooms,1260560,Ralph,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,135.0,1,133,2023-12-04,0.96,4,344,21,HUTB-004112,41.3791,2.1536
Rental unit in Barcelona,,,4 beds,3 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,180.0,31,2,2023-03-20,0.11,174,365,1,,41.3854,2.1812
Rental unit in Barcelona,4.64,1 bath,3 beds,2 bedrooms,1444707,Jesus,Gràcia,el Coll,Entire home/apt,81.0,3,567,2023-11-16,4.0,2,232,63,HUTB - 004404,41.4189,2.1487
Rental unit in Barcelona,3.57,2 baths,4 beds,3 bedrooms,1447144,Acomodis Apartments,Eixample,la Dreta de l'Eixample,Entire home/apt,90.0,1,8,2019-08-18,0.06,174,365,0,HUTB-02-2012-0109,41.3964,2.1764
Rental unit in Barcelona,4.47,1.5 baths,3 beds,2 bedrooms,1751133,The Punset Family,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,150.0,32,73,2023-12-02,0.52,2,364,2,,41.3842,2.1826
Rental unit in Barcelona,4.80,1 shared bath,1 bed,1 bedroom,2745490,Bori,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,50.0,32,51,2022-10-26,0.4,2,158,0,,41.3836,2.1855
Rental unit in Barcelona,4.97,1 bath,1 bed,1 bedroom,674212,Juanmi,Eixample,la Dreta de l'Eixample,Entire home/apt,166.0,3,218,2023-11-22,1.54,5,288,70,HUTB-011183,41.3899,2.1697
Rental unit in Barcelona,4.56,2 baths,4 beds,3 bedrooms,2747795,Stephanie,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,80.0,4,207,2023-11-28,1.59,1,300,39,HUTB-002020,41.382,2.1483
Rental unit in Barcelona,4.69,1.5 shared baths,1 bed,1 bedroom,2751629,Andrea,Sant Andreu,Navas,Private room,,180,32,2020-01-01,0.25,1,0,0,,41.4177,2.1869
Rental unit in Barcelona,4.64,2 baths,6 beds,3 bedrooms,3775349,Caterina,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,250.0,2,269,2023-09-24,1.89,49,262,18,HUTB-000828,41.382,2.1836
Rental unit in Barcelona,4.82,1 bath,1 bed,1 bedroom,2753392,Jeannette,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,95.0,32,45,2015-09-01,0.33,1,109,0,,41.3851,2.1816
Rental unit in Barcelona,4.76,1 bath,1 bed,1 bedroom,2773231,Arama,Eixample,Sant Antoni,Entire home/apt,72.0,1,735,2023-12-10,5.4,1,242,98,HUTB-001954,41.3764,2.159
Rental unit in Barcelona,4.84,1 shared bath,1 bed,1 bedroom,2598629,Nextor,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Private room,65.0,31,100,2022-09-24,0.76,3,362,0,,41.3975,2.1536
Rental unit in Barcelona,4.89,1 bath,1 bed,1 bedroom,2794626,Jordi,Sants-Montjuïc,la Bordeta,Entire home/apt,62.0,32,39,2023-11-20,0.29,1,284,4,,41.3689,2.1328
Rental unit in Barcelona,4.45,1 bath,4 beds,2 bedrooms,1968590,Manel,Ciutat Vella,el Raval,Entire home/apt,104.0,3,410,2023-12-03,2.93,1,0,57,HUTB-002975,41.3795,2.1657
Rental unit in Barcelona,4.85,1 bath,2 beds,2 bedrooms,1995385,Ana,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,99.0,2,125,2023-11-27,0.88,3,0,45,HUTB-001948,41.3827,2.1504
Rental unit in Barcelona,4.29,1 bath,5 beds,2 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,111.0,2,11,2015-08-17,0.08,174,365,0,,41.3804,2.1782
Rental unit in Barcelona,4.65,2 baths,3 beds,3 bedrooms,2034854,Roger,Sants-Montjuïc,el Poble Sec,Entire home/apt,107.0,1,533,2023-11-29,3.75,1,0,83,HUTB-006818,41.3737,2.1585
Rental unit in Barcelona,4.89,2 shared baths,1 bed,1 bedroom,2795488,Zulma,Eixample,la Nova Esquerra de l'Eixample,Private room,40.0,30,110,2023-10-02,0.83,2,364,25,Exempt,41.3819,2.1556
Rental unit in Barcelona,4.75,1 private bath,1 bed,1 bedroom,2795488,Zulma,Eixample,la Nova Esquerra de l'Eixample,Private room,40.0,32,88,2023-08-08,0.64,2,364,19,Exempt,41.3819,2.1542
Rental unit in Barcelona,4.73,1 bath,1 bed,1 bedroom,2700806,Andres,Sants-Montjuïc,Sants,Entire home/apt,120.0,5,48,2023-09-10,0.35,1,8,2,HUTB-009546,41.3752,2.1403
Rental unit in Barcelona,4.73,1 bath,4 beds,2 bedrooms,2074943,Kris,Gràcia,la Vila de Gràcia,Entire home/apt,100.0,31,106,2023-10-23,0.83,1,23,7,Exempt,41.4041,2.1569
Rental unit in Barcelona,4.92,1 bath,1 bed,1 bedroom,265165,Jarrod,Ciutat Vella,la Barceloneta,Entire home/apt,60.0,32,65,2023-09-02,0.5,2,252,6,,41.3788,2.1906
Serviced apartment in Barcelona,4.70,2 baths,3 beds,2 bedrooms,2108468,Pau,Ciutat Vella,el Barri Gòtic,Entire home/apt,176.0,1,171,2023-12-07,1.48,8,230,61,HUTB-000945,41.3797,2.1746
Rental unit in Barcelona,5.0,1 bath,2 beds,1 bedroom,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,160.0,2,3,2012-09-28,0.02,174,365,0,,41.3884,2.1794
Rental unit in Barcelona,4.56,1.5 shared baths,1 bed,1 bedroom,2833463,Josefa,Eixample,la Sagrada Família,Private room,30.0,30,52,2023-07-31,0.58,2,314,1,Exempt,41.4031,2.1846
Rental unit in Barcelona,4.78,2 baths,2 beds,1 bedroom,2843953,July,Sant Martí,el Clot,Private room,,7,10,2014-08-08,0.07,1,0,0,,41.4056,2.1866
Home in Barcelona,4.81,3.5 baths,5 beds,4 bedrooms,2116153,Victor/Paula,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,390.0,2,94,2023-08-02,0.81,1,0,16,HUTB-007016,41.4086,2.1456
Rental unit in Barcelona,4.86,2 baths,8 beds,4 bedrooms,2846323,Joan,Eixample,el Fort Pienc,Entire home/apt,391.0,3,116,2023-10-09,0.86,1,266,22,HUTB-187185,41.3969,2.1784
Serviced apartment in Barcelona,4.62,2 baths,6 beds,4 bedrooms,2201772,Dmitry,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,327.0,1,21,2023-02-12,0.16,7,356,1,HUTB-2850,41.3879,2.1523
Condo in Barcelona,4.59,1 bath,3 beds,2 bedrooms,3786292,Flavio,Ciutat Vella,el Raval,Entire home/apt,83.0,1,432,2023-11-26,3.29,1,117,52,HUTB-248167,41.3774,2.1739
Rental unit in Barcelona,4.86,2.5 baths,7 beds,4 bedrooms,2660281,Maria,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,184.0,2,478,2023-12-03,3.44,1,136,50,HUTB-008325,41.4102,2.1445
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,3803356,Víctor,Sants-Montjuïc,Sants - Badal,Private room,19.0,30,13,2021-11-30,0.1,2,0,0,,41.372,2.1287
Rental unit in Barcelona,4.66,2 baths,5 beds,3 bedrooms,2879377,Joaquim,Sant Martí,el Poblenou,Entire home/apt,125.0,3,215,2023-11-29,1.55,1,354,53,HUTB-009321,41.399,2.2062
Rental unit in Barcelona,4.43,1 bath,2 beds,1 bedroom,1405013,Midtown,Eixample,la Dreta de l'Eixample,Entire home/apt,136.0,2,106,2023-11-26,1.16,11,177,26,HUTB-004089,41.394,2.1716
Rental unit in Barcelona,,,1 bed,1 bedroom,3853819,Vanessa,Eixample,la Dreta de l'Eixample,Private room,70.0,60,1,2019-01-03,0.02,1,0,0,,41.3954,2.1717
Rental unit in Barcelona,4.77,2 baths,1 bed,1 bedroom,2895402,Cristina,Sant Martí,el Poblenou,Private room,21.0,31,156,2023-11-01,1.2,1,227,3,Exempt,41.4023,2.2008
Rental unit in Barcelona,4.63,2 baths,4 beds,2 bedrooms,3868307,Maria,Eixample,la Sagrada Família,Entire home/apt,115.0,3,178,2023-11-28,2.74,1,0,45,HUTB-004394,41.4014,2.1722
Loft in Barcelona,4.76,1 bath,1 bed,1 bedroom,2738055,Pepo,Eixample,la Sagrada Família,Entire home/apt,71.0,6,392,2023-12-09,2.84,1,248,54,HUTB-001726,41.4028,2.177
Rental unit in Barcelona,5.0,1 bath,1 bed,1 bedroom,3193594,Jan,Eixample,Sant Antoni,Entire home/apt,130.0,60,4,2023-02-18,0.14,10,27,1,HUTB-004435,41.3778,2.1624
Rental unit in Barcelona,4.81,1 bath,3 beds,2 bedrooms,2843608,Fernando,Eixample,Sant Antoni,Entire home/apt,97.0,3,366,2023-11-29,2.79,1,56,48,HUTB-003387,41.3797,2.1575
Rental unit in Barcelona,4.41,1 bath,4 beds,2 bedrooms,3678711,J,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,100.0,1,109,2023-11-30,0.81,10,169,10,HUTB - 004041,41.4089,2.1463
Rental unit in Barcelona,4.87,1 bath,1 bed,2 bedrooms,6057270,Alex,Eixample,la Dreta de l'Eixample,Entire home/apt,110.0,3,558,2023-12-05,4.03,9,61,28,HUTB-006767,41.3999,2.1705
Rental unit in Barcelona,4.31,1 bath,3 beds,2 bedrooms,3678711,J,Gràcia,Vallcarca i els Penitents,Entire home/apt,115.0,1,51,2023-11-14,0.42,10,169,7,HUTB - 004043,41.4104,2.1479
Rental unit in Barcelona,4.96,1 bath,4 beds,2 bedrooms,1233230,Montse,Sant Andreu,Navas,Entire home/apt,149.0,1,27,2023-10-12,0.23,1,133,15,HUTB-011136,41.4162,2.1892
Rental unit in Barcelona,4.88,1 bath,2 beds,2 bedrooms,2934588,Aleix Y Alba,Gràcia,la Vila de Gràcia,Entire home/apt,,7,138,2021-02-28,1.0,1,0,0,HUTB-007671,41.4043,2.1516
Rental unit in Barcelona,4.79,1 bath,4 beds,2 bedrooms,2937042,Eleonora,Gràcia,la Vila de Gràcia,Entire home/apt,180.0,1,410,2023-11-25,3.12,1,310,60,HUTB-002444,41.4071,2.1552
Rental unit in Barcelona,4.77,1 bath,1 bed,1 bedroom,3899934,Lluís,Eixample,la Dreta de l'Eixample,Entire home/apt,53.0,4,571,2023-11-20,4.22,1,60,41,HUTB-583381,41.3983,2.1754
Rental unit in Barcelona,4.41,1 bath,3 beds,2 bedrooms,3678711,J,Gràcia,Vallcarca i els Penitents,Entire home/apt,100.0,1,58,2023-11-23,0.46,10,169,6,HUTB - 004044,41.4098,2.1478
Rental unit in Barcelona,4.43,2 baths,10 beds,4 bedrooms,3678711,J,Gràcia,Vallcarca i els Penitents,Entire home/apt,246.0,1,46,2023-11-19,0.36,10,168,5,HUTB - 004040,41.4107,2.147
Rental unit in Barcelona,4.58,1 bath,3 beds,2 bedrooms,3913234,Jaume,Sants-Montjuïc,Sants - Badal,Entire home/apt,85.0,3,91,2023-11-25,1.51,1,322,19,HUTB-004195,41.3738,2.1304
Rental unit in Barcelona,4.90,1 bath,4 beds,2 bedrooms,2958781,Carlos,Ciutat Vella,la Barceloneta,Entire home/apt,200.0,3,130,2023-11-11,1.01,2,284,36,HUTB-000838,41.3774,2.1886
Rental unit in Barcelona,4.66,1 shared bath,2 beds,1 bedroom,3102808,Carlos Y Reyes,Ciutat Vella,el Raval,Private room,20.0,32,189,2023-10-19,1.44,2,349,2,Exempt,41.3808,2.1665
Rental unit in Barcelona,4.67,1 bath,1 bed,1 bedroom,3193594,Jan,Eixample,Sant Antoni,Entire home/apt,130.0,15,3,2022-03-11,0.05,10,0,0,HUTB-004433,41.3777,2.162
Rental unit in Barcelona,4.73,1.5 baths,6 beds,3 bedrooms,3050422,David,Ciutat Vella,el Raval,Entire home/apt,150.0,2,177,2023-11-30,1.28,2,343,70,HUTB-004442,41.3848,2.1655
Rental unit in Barcelona,4.50,3 baths,7 beds,4 bedrooms,3962572,Magda,Gràcia,la Vila de Gràcia,Entire home/apt,257.0,5,199,2023-11-28,1.51,2,0,26,HUTB-000641,41.3994,2.1562
Rental unit in Barcelona,4.64,1 shared bath,1 bed,1 bedroom,3102808,Carlos Y Reyes,Ciutat Vella,el Raval,Private room,56.0,32,77,2022-07-31,0.59,2,364,0,Exempt,41.3816,2.1675
Rental unit in Barcelona,4.90,1 bath,4 beds,3 bedrooms,3987152,Yeni,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,126.0,2,321,2023-12-11,2.44,1,0,67,HUTB005982,41.3887,2.1565
Rental unit in Barcelona,4.26,1 bath,3 beds,2 bedrooms,2439400,KeyBarcelona,Eixample,la Sagrada Família,Entire home/apt,120.0,1,99,2022-10-15,0.94,45,348,0,HUTB-000025,41.4012,2.1779
Rental unit in Barcelona,4.84,2 baths,2 beds,2 bedrooms,4002679,Lamarsó,Sants-Montjuïc,Hostafrancs,Entire home/apt,150.0,2,364,2023-11-30,2.77,1,26,49,HUTB-004280,41.3742,2.1456
Rental unit in Barcelona,4.85,1 shared bath,1 bed,1 bedroom,3081150,Andrea,Sants-Montjuïc,la Bordeta,Private room,59.0,1,287,2023-12-10,2.76,2,0,69,Exempt,41.3721,2.1412
Rental unit in Barcelona,4.49,2 baths,5 beds,3 bedrooms,1432835,Angel,Eixample,la Sagrada Família,Entire home/apt,116.0,3,295,2023-11-26,2.26,40,332,42,HUTB-004961,41.4025,2.1701
Rental unit in Barcelona,4.64,1 bath,3 beds,2 bedrooms,4030082,Pau,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,90.0,2,241,2023-12-08,1.83,2,206,35,HUTB-012871,41.3986,2.1936
Rental unit in Barcelona,4.75,2 baths,4 beds,4 bedrooms,4048635,Angels Ricard I Arturo,Gràcia,el Camp d'en Grassot i Gràcia Nova,Entire home/apt,110.0,2,352,2023-12-07,2.68,1,147,62,HUTB-001481,41.4091,2.1657
Rental unit in Barcelona,4.66,2 baths,2 beds,2 bedrooms,3134685,Florian,Sant Martí,el Poblenou,Entire home/apt,250.0,4,66,2023-10-24,0.49,1,83,5,HUTB-007524,41.4062,2.2028
Rental unit in Barcelona,4.77,1 bath,4 beds,2 bedrooms,4063266,Anna & Vince,Eixample,la Sagrada Família,Entire home/apt,116.0,7,396,2023-12-04,2.96,1,339,38,HUTB-004636,41.4087,2.1751
Rental unit in Barcelona,4.98,1 private bath,1 bed,1 bedroom,1288050,Rui,Eixample,la Sagrada Família,Private room,50.0,3,58,2021-07-20,0.52,1,0,0,Exempt,41.4056,2.1819
Rental unit in Barcelona,,,9 beds,7 bedrooms,114509,Stevie,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,500.0,5,1,2018-05-07,0.01,1,54,0,,41.3908,2.1592
Rental unit in Barcelona,,,3 beds,3 bedrooms,1310304,Luis,Sants-Montjuïc,el Poble Sec,Entire home/apt,57.0,32,2,2023-09-06,0.12,43,178,1,,41.3748,2.1726
Rental unit in Barcelona,4.82,1 bath,3 beds,3 bedrooms,893805,Phil And Fiona,Gràcia,la Vila de Gràcia,Entire home/apt,90.0,2,479,2023-12-08,3.59,13,346,70,HUTB-013058,41.4066,2.1603
Rental unit in Barcelona,4.59,1 bath,2 beds,2 bedrooms,177617,Joaquin,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,81.0,2,325,2023-12-05,2.47,6,292,39,HUTB-009094,41.381,2.1522
Rental unit in Barcelona,4.67,1 bath,2 beds,1 bedroom,4092116,Xavier,Sant Martí,el Poblenou,Entire home/apt,116.0,2,197,2023-09-16,1.48,1,352,15,HUTB-009418,41.3988,2.2047
Rental unit in Barcelona,4.83,1 bath,4 beds,3 bedrooms,4093480,Evelin & Gisele,Gràcia,la Vila de Gràcia,Entire home/apt,100.0,2,306,2023-11-28,2.27,1,27,53,HUTB-002855,41.4032,2.16
Loft in Barcelona,4.88,2 baths,4 beds,3 bedrooms,3099749,Martina,Eixample,el Fort Pienc,Entire home/apt,230.0,4,72,2023-11-14,0.64,1,125,22,HUTB-001958,41.3954,2.1789
Rental unit in Barcelona,4.15,3 baths,9 beds,4 bedrooms,1257705,José Luis,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,234.0,2,54,2023-09-27,0.43,4,175,14,HUTB-005690,41.385,2.1429
Rental unit in Barcelona,4.53,1 bath,4 beds,2 bedrooms,3194412,Cloud5,Eixample,Sant Antoni,Entire home/apt,120.0,1,216,2023-11-03,1.58,3,301,16,HUTB-011680,41.3775,2.1602
Rental unit in Barcelona,4.71,1 bath,2 beds,1 bedroom,3038266,Ingrid,Ciutat Vella,el Barri Gòtic,Entire home/apt,54.0,186,254,2023-09-02,1.91,3,334,2,Exempt,41.3802,2.1794
Serviced apartment in L'Hospitalet de Llobregat,5.0,2 baths,3 beds,3 bedrooms,3211290,Jose,Les Corts,la Maternitat i Sant Ramon,Entire home/apt,100.0,25,4,2020-01-05,0.08,1,321,0,,41.3761,2.1222
Rental unit in Barcelona,4.75,,,1 bedroom,3200533,Morgan,Eixample,la Nova Esquerra de l'Eixample,Private room,42.0,30,16,2019-06-30,0.2,2,4,0,,41.3808,2.1567
Rental unit in Barcelona,04.01,3 baths,15 beds,7 bedrooms,2439400,KeyBarcelona,Eixample,l'Antiga Esquerra de l'Eixample,Entire home/apt,336.0,1,70,2023-11-10,0.55,45,306,13,HUTB-004287,41.3856,2.1609
Rental unit in Barcelona,4.84,1 bath,3 beds,2 bedrooms,4101093,Eli&Agus,Eixample,Sant Antoni,Entire home/apt,83.0,5,432,2023-11-28,3.22,9,44,37,HUTB-001788,41.3754,2.1565
Rental unit in Barcelona,4.43,1 bath,1 bed,1 bedroom,3885805,Gimena Ana,Gràcia,la Vila de Gràcia,Entire home/apt,67.0,3,272,2023-11-24,2.11,6,157,54,HUTB-001214,41.4032,2.1586
Rental unit in Barcelona,4.66,1 bath,2 beds,2 bedrooms,3041333,Kees,Sant Martí,el Poblenou,Entire home/apt,140.0,4,177,2023-09-09,1.3,1,330,9,HUTB-184050,41.397,2.1996
Rental unit in Barcelona,4.25,1 shared bath,1 bed,1 bedroom,3250864,Salas Y Oscar,Eixample,la Nova Esquerra de l'Eixample,Private room,,2,4,2017-06-17,0.03,1,0,0,,41.3811,2.1445
Rental unit in Barcelona,4.28,1 bath,1 bed,2 bedrooms,3885805,Gimena Ana,Gràcia,la Vila de Gràcia,Entire home/apt,66.0,3,276,2023-11-29,2.06,6,165,52,HUTB-000061,41.3992,2.1584
Rental unit in Barcelona,4.54,1 bath,2 beds,2 bedrooms,4171310,Fanny,Sant Martí,el Poblenou,Entire home/apt,96.0,32,37,2023-06-25,0.29,1,180,4,,41.4006,2.2041
Rental unit in Barcelona,,,1 bed,1 bedroom,3287071,Nadja,Eixample,la Nova Esquerra de l'Eixample,Private room,16.0,32,1,2020-11-01,0.03,2,0,0,,41.386,2.1442
Rental unit in Barcelona,4.51,1 bath,1 bed,1 bedroom,4206410,Sonia,Eixample,Sant Antoni,Entire home/apt,49.0,31,45,2023-09-28,0.34,1,214,6,,41.376,2.1661
Condo in Barcelona,4.66,1 bath,1 bed,1 bedroom,2069930,Rebecca,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,175.0,2,120,2023-10-28,0.91,2,158,27,HUTB-004998,41.4029,2.1962
Rental unit in Barcelona,4.66,1 bath,2 beds,2 bedrooms,3347847,Frédéric,Sants-Montjuïc,el Poble Sec,Entire home/apt,120.0,3,131,2023-12-09,0.96,1,265,16,HUTB-006964,41.3734,2.1559
Rental unit in Barcelona,4.51,1 bath,3 beds,3 bedrooms,4212095,Elio / Wilken,Les Corts,les Corts,Entire home/apt,138.0,1,63,2023-04-21,0.61,31,39,4,HUTB-006878,41.385,2.1306
Rental unit in Barcelona,4.91,2 baths,6 beds,3 bedrooms,4217311,Frédéric,Eixample,la Sagrada Família,Entire home/apt,164.0,5,226,2023-12-04,2.23,12,0,43,HUTB-000767,41.4101,2.1758
Rental unit in Barcelona,4.89,2 baths,4 beds,3 bedrooms,3348832,Mathieu,Eixample,la Dreta de l'Eixample,Entire home/apt,329.0,3,374,2023-12-06,3.14,6,0,59,HUTB-004891,41.3902,2.1647
Rental unit in Barcelona,4.76,1 shared bath,2 beds,1 bedroom,3348358,Pier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,38.0,32,451,2023-06-10,3.33,1,0,3,Exempt,41.387,2.1778
Condo in Barcelona,4.81,1 bath,5 beds,1 bedroom,4232898,Jordi & Manel,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,190.0,2,103,2023-09-20,0.78,1,259,11,HUTB-002574,41.3953,2.1939
Rental unit in Hospitalet de Llobregat,4.85,1 bath,2 beds,1 bedroom,4269183,Alba,Les Corts,la Maternitat i Sant Ramon,Entire home/apt,68.0,3,456,2023-11-29,3.42,5,93,37,HUTB-007730,41.3779,2.1199
Townhouse in Barcelona,4.81,1 bath,4 beds,3 bedrooms,3357515,Teresa,Sant Martí,el Parc i la Llacuna del Poblenou,Entire home/apt,145.0,3,255,2023-11-21,1.9,1,0,23,HUTB-003660,41.4006,2.1895
Rental unit in Barcelona,4.73,2 baths,1 bed,1 bedroom,1646166,Carolina,Eixample,la Dreta de l'Eixample,Private room,,7,78,2014-10-25,0.57,1,0,0,,41.3903,2.1756
