Ramas de actividad,Año,Total,Código
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,234968,52
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,295106,52
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,266541,52
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,254596,52
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,258800,52
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,783628,52
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,759737,52
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,770320,52
añadido bruto total,2021,1462549,52
añadido bruto total,2020,1381519,52
añadido bruto total,2019,1473873,52
netos sobre los productos,2021,153994,52
netos sobre los productos,2020,132490,52
netos sobre los productos,2019,151213,52
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,1616543,52
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,1514009,52
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,1625086,52
